File with row headings in coloumns A through F and column headings in rows 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"File 3. Interim State Projections of Population by Single Year of Age: July 1,  2004 to 2030",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Source: U.S.Census Bureau, Population Division, Interim State Population Projections, 2005.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIPS,Region,Division,State,Sex,Age,Census 2000,Projection 2004,Projection 2005,Projection 2006,Projection 2007,Projection 2008,Projection 2009,Projection 2010,Projection 2011,Projection 2012,Projection 2013,Projection 2014,Projection 2015,Projection 2016,Projection 2017,Projection 2018,Projection 2019,Projection 2020,Projection 2021,Projection 2022,Projection 2023,Projection 2024,Projection 2025,Projection 2026,Projection 2027,Projection 2028,Projection 2029,Projection 2030
0,0,0,US,T,9,4267320,4002996,3958806,3886157,3870408,3898535,3951280,4119285,4123352,4149804,4180884,4217561,4256683,4297443,4341580,4386745,4430452,4470105,4504998,4535928,4563218,4587656,4610234,4632190,4654836,4678579,4703458,4729025
0,0,0,US,T,10,4274056,4057702,4016007,3971340,3898169,3881888,3909480,3961684,4129472,4133664,4160237,4191435,4228233,4267462,4308300,4352516,4397755,4441542,4481458,4516784,4548148,4575872,4600745,4623744,4646093,4669131,4693267,4718539
0,0,0,US,T,11,4115093,4150638,4072802,4030627,3985405,3911686,3894846,3921874,3973859,4141754,4146074,4172773,4204096,4241000,4280326,4321257,4365570,4410900,4454974,4495363,4531161,4562998,4591194,4616522,4639965,4662757,4686239,4710817
0,0,0,US,T,12,4075842,4227330,4167114,4088812,4046060,4000262,3925969,3908547,3935356,3987468,4155473,4159926,4186753,4218194,4255196,4294621,4335650,4380063,4425688,4470247,4511123,4547409,4579734,4608405,4634190,4658090,4681339,4705278
0,0,0,US,T,13,4010850,4315799,4245657,4184947,4106051,4062693,4016292,3941400,3923756,3950703,4002948,4171066,4175662,4202610,4234158,4271267,4310797,4351932,4396643,4442763,4487818,4529189,4565972,4598774,4627908,4654156,4678520,4702232
0,0,0,US,T,14,4052231,4350493,4336127,4265517,4204216,4124736,4080783,4033786,3958691,3941215,3968321,4020719,4188964,4193701,4220769,4252435,4289660,4329305,4370768,4416000,4462639,4508216,4550107,4587386,4620665,4650278,4677002,4701846
0,0,0,US,T,15,4019404,4239651,4372318,4357483,4286310,4224441,4144401,4099874,4052688,3977800,3960511,3987788,4040349,4208701,4213574,4240771,4272566,4309918,4349914,4391941,4437733,4484933,4531072,4573489,4611271,4645052,4675170,4702397
0,0,0,US,T,16,3975021,4178528,4262942,4395005,4379565,4307814,4245359,4164741,4120045,4073076,3998416,3981328,4008785,4061497,4229931,4234959,4262302,4294239,4331971,4372571,4415203,4461599,4509401,4556106,4599053,4637369,4671684,4702339
0,0,0,US,T,17,4046012,4127840,4204075,4287857,4419160,4403060,4330684,4267597,4186827,4142377,4095658,4021266,4004403,4032041,4084899,4253413,4258618,4286125,4318532,4356971,4398278,4441612,4488712,4537178,4584512,4628089,4667041,4701992
0,0,0,US,T,18,4051598,4151530,4156072,4231587,4314542,4444982,4428138,4355062,4291807,4211354,4167190,4120758,4046677,4030058,4057890,4110921,4279530,4284945,4313054,4346369,4385712,4427919,4472153,4520114,4569401,4617557,4661959,4701739
0,0,0,US,T,19,4127855,4141139,4176654,4180540,4255195,4337285,4466822,4449201,4375920,4312993,4232882,4189029,4142909,4069149,4052782,4080834,4134064,4302789,4308858,4338012,4372367,4412749,4455991,4501220,4550134,4600374,4649482,4694842
0,0,0,US,T,20,4049448,4099725,4163657,4198390,4201403,4275120,4356267,4484822,4466985,4394058,4331472,4251717,4208187,4162360,4088900,4072786,4101055,4154484,4323776,4330946,4361186,4396621,4438080,4482349,4528565,4578464,4629689,4679781
0,0,0,US,T,21,3841082,4136130,4118818,4182105,4216048,4218301,4291192,4371508,4499594,4482055,4409469,4347208,4267795,4224543,4178963,4105768,4089874,4118327,4172159,4342222,4350280,4381392,4417696,4459967,4505000,4551978,4602638,4654622
0,0,0,US,T,22,3758648,4146791,4152521,4134734,4197368,4230682,4232334,4304560,4384668,4512906,4495647,4423383,4361431,4282311,4239288,4193942,4120999,4105310,4134210,4188706,4359352,4368112,4399908,4436840,4479682,4525287,4572833,4624060
0,0,0,US,T,23,3673582,4198936,4166579,4171716,4153257,4215145,4247739,4248698,4320669,4400977,4529376,4512404,4440469,4378805,4299957,4257175,4212073,4139393,4124238,4153917,4209169,4380493,4390045,4422561,4460158,4503660,4549923,4598126
0,0,0,US,T,24,3641241,4158238,4221811,4188815,4193158,4173940,4234998,4266785,4267530,4339726,4420253,4548832,4532163,4460549,4399163,4320609,4278088,4233253,4161271,4147083,4177698,4233864,4406023,4416469,4449805,4488217,4532533,4579609
0,0,0,US,T,25,3744539,3989156,4185246,4248071,4214273,4217782,4197761,4257948,4289436,4290476,4362902,4443654,4572419,4556052,4484761,4423683,4345454,4303224,4259128,4188315,4175250,4206953,4264190,4437296,4448749,4483077,4522476,4567775
0,0,0,US,T,26,3619660,3888852,4018008,4213248,4275211,4240622,4243309,4222499,4282360,4314094,4315407,4388044,4469001,4597941,4581868,4510914,4450161,4372272,4330821,4287949,4218380,4206511,4239377,4297720,4471810,4484362,4519774,4560253
0,0,0,US,T,27,3789800,3813420,3916362,4044764,4239062,4300205,4264868,4266775,4245713,4305786,4337754,4339327,4412160,4493318,4622429,4606651,4536036,4475612,4398528,4358325,4316700,4248398,4237747,4271757,4331184,4506278,4519950,4556466
0,0,0,US,T,28,3984812,3770962,3838638,3940890,4068453,4261853,4322222,4286186,4287844,4267060,4327340,4359539,4361369,4434400,4515759,4645034,4629545,4559263,4499607,4423769,4384778,4344367,4277299,4267794,4302877,4363353,4539415,4554175
0,0,0,US,T,29,4242525,3836827,3794417,3861476,3962928,4089671,4282193,4341809,4305564,4307460,4286948,4347422,4379842,4381932,4455162,4536712,4666137,4650929,4581412,4522951,4448323,4410508,4371274,4305363,4296924,4333040,4394528,4571516
0,0,0,US,T,30,4289970,3763325,3860688,3817847,3884195,3984903,4110880,4302574,4361914,4325941,4328071,4307830,4368493,4401141,4403502,4476930,4558672,4688245,4673797,4605526,4548294,4474909,4438303,4400258,4335515,4328194,4365390,4427936
0,0,0,US,T,31,4011575,3853772,3786015,3882844,3839470,3905170,4005195,4130466,4321789,4381314,4345610,4347970,4327996,4388842,4421708,4424320,4497926,4579839,4709964,4696682,4629627,4573597,4501427,4465970,4429058,4365469,4359247,4397506
0,0,0,US,T,32,3994121,4033562,3871998,3803927,3900122,3856270,3921373,4020764,4145725,4337070,4396757,4361303,4363873,4344145,4405152,4438204,4441035,4514784,4597226,4728259,4716029,4650076,4595130,4524025,4489569,4453658,4391093,4385840
0,0,0,US,T,33,4026573,4265680,4049224,3887509,3819058,3914681,3870423,3934995,4034126,4159150,4350488,4410317,4375094,4377857,4358361,4419513,4452736,4455771,4530035,4613378,4745264,4734034,4669135,4615198,4545079,4511571,4476610,4415019
0,0,0,US,T,34,4188149,4356151,4279241,4062747,3900822,3832045,3927138,3882524,3946896,4046095,4171163,4362470,4422422,4387424,4390368,4371094,4432375,4465758,4469350,4544479,4628679,4761371,4751104,4687186,4634185,4565017,4532420,4498370
0,0,0,US,T,35,4516118,4146776,4367622,4290551,4073960,3911864,3842791,3937371,3892703,3957167,4056415,4181505,4372758,4432815,4398034,4401144,4382080,4443472,4477297,4481729,4557611,4642557,4775941,4766525,4703480,4651335,4583041,4551274
0,0,0,US,T,36,4511168,4057914,4157309,4377603,4300298,4083651,3921419,3852076,3946415,3901978,3966520,4065801,4190894,4382077,4442234,4407662,4410932,4392071,4453851,4488394,4493580,4570126,4655726,4789703,4781046,4718817,4667467,4599990
0,0,0,US,T,37,4517060,4070613,4067275,4166311,4385938,4308430,4091767,3929436,3860100,3954463,3910257,3974871,4074179,4199269,4390371,4450628,4416266,4419698,4401292,4463711,4498925,4504819,4581983,4668188,4802704,4794764,4733315,4682722
0,0,0,US,T,38,4553814,4192076,4078508,4074968,4173522,4392479,4314786,4098129,3935964,3866896,3961275,3917299,3981979,4081306,4206386,4397390,4457738,4423580,4427396,4409669,4472658,4508477,4515013,4592725,4679468,4814465,4807186,4746463
0,0,0,US,T,39,4608504,4469090,4198529,4084947,4081105,4179191,4397482,4319629,4103241,3941500,3872704,3967097,3923354,3988082,4087407,4212452,4403332,4463750,4430010,4434419,4417333,4480848,4517229,4524363,4602574,4689805,4825231,4818569
0,0,0,US,T,40,4711434,4543101,4473904,4203672,4090052,4085970,4183643,4401314,4323550,4107690,3946381,3877858,3972258,3928744,3993506,4092816,4217810,4408546,4469250,4436150,4441142,4424687,4488713,4525636,4533349,4612037,4699733,4835562
0,0,0,US,T,41,4466676,4540761,4546388,4477175,4207244,4093624,4089332,4186614,4403873,4326421,4111090,3950213,3881955,3976341,3933044,3997841,4097132,4222071,4412854,4474042,4441554,4447100,4431248,4495747,4533177,4541437,4620569,4708696
0,0,0,US,T,42,4547220,4564074,4542794,4548281,4478984,4209370,4095751,4091239,4188308,4405320,4328191,4113410,3952982,3884986,3979340,3936259,4001082,4100341,4225421,4416441,4478084,4446191,4452268,4436986,4501920,4539827,4548609,4628152
0,0,0,US,T,43,4407870,4608391,4564953,4543584,4548855,4479482,4210206,4096601,4092070,4189117,4405878,4329086,4114877,3954906,3887175,3981491,3938629,4003475,4102875,4228266,4419496,4481569,4450251,4456831,4442092,4507436,4545795,4555077
0,0,0,US,T,44,4308663,4691398,4606572,4563137,4541632,4546700,4477279,4208400,4095016,4090658,4187662,4404133,4327686,4114073,3954574,3887123,3981391,3938759,4003774,4103460,4229091,4420452,4482895,4452101,4459126,4444890,4510593,4549356
0,0,0,US,T,45,4341460,4526595,4687637,4602990,4559513,4537915,4542816,4473396,4205178,4092246,4088072,4185026,4401177,4325090,4112112,3953119,3885966,3980177,3937939,4003270,4103201,4229032,4420469,4483260,4452983,4460446,4446708,4512755
0,0,0,US,T,46,4087563,4520272,4522310,4682870,4598341,4554845,4533173,4537923,4468712,4201384,4088935,4084964,4181874,4397683,4321962,4109641,3951171,3884321,3978608,3936906,4002534,4102689,4228696,4420183,4483308,4453543,4461439,4448193
0,0,0,US,T,47,4019692,4429205,4514725,4516761,4676729,4592337,4548834,4527099,4531864,4463038,4196631,4084675,4080900,4177747,4393178,4317839,4106209,3948290,3881900,3976398,3935238,4001149,4101513,4227681,4419195,4482640,4453383,4461701
0,0,0,US,T,48,3885145,4314986,4422229,4507487,4509420,4668783,4584573,4541095,4519473,4524425,4455986,4190544,4079091,4075498,4172249,4387263,4312331,4101439,3944248,3878475,3973168,3932564,3998751,4099302,4225604,4417104,4480849,4452097
0,0,0,US,T,49,3758544,4308449,4306319,4413223,4498100,4499945,4658678,4574684,4531380,4510014,4515128,4447069,4182634,4071705,4068288,4164912,4379449,4304933,4094963,3938669,3873518,3968372,3928320,3994742,4095434,4221816,4413234,4477239
0,0,0,US,T,50,3808515,4120314,4298216,4296145,4402581,4487073,4488846,4646928,4563315,4520339,4499229,4504498,4436829,4173480,4063118,4059896,4156387,4370417,4296473,4087612,3932244,3867725,3962717,3923211,3989843,4090650,4217079,4408373
0,0,0,US,T,51,3616997,4001363,4108546,4285761,4283675,4389640,4473750,4475481,4633010,4549948,4507331,4486501,4491942,4424732,4162584,4052848,4049853,4146222,4359814,4286573,4078839,3924405,3860504,3955590,3916614,3983429,4084318,4210757
0,0,0,US,T,52,3707436,3876526,3987849,4094666,4271049,4268968,4374452,4458174,4459992,4617053,4534569,4492321,4471776,4477418,4410711,4149834,4040754,4037992,4134323,4347532,4274995,4068412,3914926,3851636,3946772,3908322,3975296,4076234
0,0,0,US,T,53,3635040,3742223,3862066,3972957,4079229,4254730,4252658,4357631,4441060,4443086,4599634,4517755,4475892,4455661,4461524,4395326,4135782,4027377,4024946,4121309,4334088,4262294,4056937,3904458,3841811,3936985,3899084,3966211
0,0,0,US,T,54,2817560,3739837,3726524,3845851,3956147,4061850,4236416,4234374,4338929,4422162,4424413,4580409,4499186,4457752,4437874,4443952,4378284,4120164,4012592,4010612,4106990,4319285,4248277,4044231,3892824,3830857,3926055,3888733
0,0,0,US,T,55,2850600,3601920,3721789,3708768,3827410,3937094,4042214,4215799,4213921,4318141,4401156,4403647,4559038,4478536,4437576,4418068,4424367,4359261,4102807,3996247,3994738,4091114,4302864,4232688,4030046,3879781,3818531,3913731
0,0,0,US,T,56,2837452,3613781,3582676,3701934,3689050,3806969,3916010,4020518,4193160,4191564,4295406,4378170,4380900,4535626,4455889,4415417,4396284,4402800,4338429,4083891,3978408,3977390,4073748,4284876,4215567,4014407,3865346,3804840
0,0,0,US,T,57,2864020,3573625,3592216,3561559,3680028,3667311,3784477,3892847,3996792,4168508,4167200,4270616,4353095,4356091,4510107,4431187,4391233,4372495,4379369,4315903,4063402,3959050,3958534,4054846,4265276,4196882,3997299,3849516
0,0,0,US,T,58,2540152,2932831,3549928,3568665,3538342,3655987,3643470,3759850,3867606,3971045,4141757,4140753,4243704,4325886,4329179,4482436,4404401,4365007,4346837,4354226,4291698,4041350,3938179,3938170,4034401,4244068,4176642,3978740
0,0,0,US,T,59,2377013,2770200,2912530,3524693,3543377,3513404,3630176,3617868,3733523,3840733,3943661,4113339,4112675,4215171,4297073,4300683,4453149,4376047,4337360,4319895,4327793,4266219,4018102,3916152,3916655,4012779,4221621,4155191
0,0,0,US,T,60,2319944,2760150,2748941,2890247,3496915,3515558,3485977,3601825,3589872,3704866,3811516,3913924,4082522,4082247,4184276,4265880,4269832,4421452,4345482,4307674,4290937,4299355,4238781,3993054,3892413,3893463,3989470,4197427
0,0,0,US,T,61,2221227,2766387,2736205,2725431,2865418,3466203,3484835,3455708,3570684,3559224,3673503,3779546,3881391,4048816,4048953,4150462,4231725,4236031,4386835,4312173,4275282,4259296,4268241,4208747,3965596,3866351,3867977,3963844
0,0,0,US,T,62,2171072,2525459,2739459,2709999,2699468,2838071,3432575,3451231,3422729,3536901,3525979,3639498,3744899,3846135,4012297,4012879,4113832,4194732,4199529,4349562,4276271,4240329,4225117,4234623,4176277,3935860,3838080,3840288
0,0,0,US,T,63,2053151,2322464,2497942,2709734,2680823,2670600,2807742,3395468,3414271,3386557,3499867,3489541,3602245,3706944,3807514,3972304,3973370,4073719,4154334,4159764,4308929,4237101,4202164,4187795,4197909,4140775,3903296,3807071
0,0,0,US,T,64,2040053,2231693,2294263,2467804,2676982,2648708,2638858,2774473,3354971,3373989,3347069,3459396,3449657,3561441,3665343,3765167,3928447,3930012,4029792,4110172,4116242,4264420,4194130,4160248,4146758,4157465,4101581,3867230
0,0,0,US,T,65,2029911,2134778,2201120,2263210,2434396,2640747,2613160,2603715,2737692,3310340,3329511,3303373,3414545,3405390,3516109,3619094,3718054,3879632,3881783,3980965,4060993,4067672,4214670,4146014,4113236,4100623,4111891,4057302
0,0,0,US,T,66,1860320,2063162,2102515,2168189,2229500,2398153,2601463,2574580,2565565,2697783,3261982,3281277,3255944,3365848,3357291,3466817,3568772,3666755,3826545,3829365,3927820,4007383,4014636,4160282,4093323,4061654,4049908,4061702
0,0,0,US,T,67,1896451,1955401,2029235,2068336,2133103,2193606,2359610,2559735,2533611,2525068,2655435,3210744,3230166,3205694,3314278,3306342,3414601,3515458,3612460,3770407,3773878,3871512,3950533,3958368,4102557,4037326,4006768,3995876
0,0,0,US,T,68,1864515,1907044,1920498,1993371,2032001,2095841,2155522,2318783,2515636,2490350,2482319,2610778,3156854,3176431,3152876,3260092,3252809,3359759,3459521,3555551,3711526,3715623,3812348,3890782,3899198,4041834,3978369,3948937
0,0,0,US,T,69,1882348,1884284,1870000,1883670,1955352,1993516,2056412,2115257,2275729,2469242,2444876,2437423,2563949,3100435,3120160,3097530,3203300,3196666,3302294,3400953,3495943,3649842,3654563,3750333,3828148,3837130,3978113,3916445
0,0,0,US,T,70,1875175,1749995,1843327,1829950,1843626,1914049,1951730,2013636,2071649,2229196,2419164,2395814,2389012,2513449,3039645,3059517,3037863,3142073,3136174,3240421,3337887,3431754,3583417,3588790,3683520,3760622,3770162,3909325
0,0,0,US,T,71,1788269,1722377,1708224,1799902,1787237,1800933,1870044,1907229,1968140,2025325,2179788,2366018,2343742,2337597,2459804,2975173,2995242,2974657,3077274,3072198,3174967,3271151,3363813,3513100,3519141,3612737,3689048,3699138
0,0,0,US,T,72,1791696,1692501,1677565,1664473,1754128,1742209,1755930,1823675,1860382,1920291,1976597,2127825,2310132,2288933,2283432,2403314,2907362,2927645,2908225,3009218,3004990,3106198,3201026,3292383,3439142,3445845,3538215,3613660
0,0,0,US,T,73,1725168,1679475,1644121,1630408,1618103,1705649,1694526,1708287,1774619,1810843,1869677,1925038,2072840,2250965,2230851,2226015,2343433,2835530,2856045,2837859,2937128,2933787,3033336,3126698,3216641,3360689,3368055,3459091
0,0,0,US,T,74,1677133,1660254,1627155,1593742,1580972,1569509,1654885,1644612,1658450,1723347,1759064,1816776,1871148,2015383,2189158,2170206,2166095,2280984,2760611,2781322,2764340,2861728,2859233,2956999,3048778,3137223,3278420,3286457
0,0,0,US,T,75,1651641,1582601,1604102,1573041,1541290,1529505,1518928,1602048,1592670,1606597,1669996,1705182,1761720,1815055,1955557,2124810,2107099,2103772,2215998,2682543,2703410,2687646,2783012,2781379,2877248,2967370,3054243,3192448
0,0,0,US,T,76,1556567,1546622,1523940,1545611,1516297,1486286,1475532,1465885,1546636,1538195,1552203,1614010,1648622,1703898,1756112,1892646,2057091,2040656,2038104,2147455,2600152,2621195,2606735,2699986,2699290,2793137,2881491,2966689
0,0,0,US,T,77,1460781,1483225,1483516,1462810,1484276,1456781,1428581,1418900,1410210,1488469,1480991,1495068,1555194,1589169,1643085,1694090,1826429,1985792,1970639,1968846,2075159,2513277,2534492,2521405,2612436,2612703,2704400,2790868
0,0,0,US,T,78,1431916,1416708,1417103,1418482,1399392,1420634,1395004,1368664,1360081,1352375,1428054,1421565,1435710,1494056,1527334,1579814,1629538,1757503,1911526,1897631,1896581,1999693,2422603,2443981,2432303,2520997,2522231,2611666
0,0,0,US,T,79,1314908,1366681,1347424,1348907,1350939,1333487,1354463,1330732,1306289,1298814,1292114,1365095,1359613,1373790,1430249,1462782,1513748,1562119,1685491,1833912,1821314,1821025,1920782,2327760,2349231,2338928,2425089,2427235
0,0,0,US,T,80,1207365,1277024,1293389,1276357,1278463,1281126,1265321,1285978,1264174,1241658,1235287,1229591,1299739,1295242,1309398,1363882,1395622,1444995,1491899,1610432,1753001,1741737,1742224,1838444,2228768,2250252,2241301,2324735
0,0,0,US,T,81,1072048,1175340,1202807,1219530,1204234,1206939,1210208,1196041,1216349,1196477,1175895,1170622,1165925,1233143,1229597,1243706,1296153,1327057,1374723,1420048,1533571,1670085,1660118,1661332,1753857,2127082,2148555,2140969
0,0,0,US,T,82,981562,1115029,1101388,1128471,1145005,1131424,1134703,1138548,1126021,1145963,1128028,1109386,1105207,1101464,1165663,1163043,1177073,1227425,1257381,1303214,1346871,1455232,1585513,1576829,1578748,1667485,2023255,2044692
0,0,0,US,T,83,883063,1016314,1038176,1026836,1052959,1069250,1057367,1061190,1065578,1054675,1074188,1058176,1041463,1038328,1035501,1096580,1094872,1108789,1156896,1185782,1229688,1271587,1374596,1498382,1490937,1493501,1578242,1915883
0,0,0,US,T,84,801329,909781,939905,961460,951852,976966,992971,982760,987094,991990,982657,1001671,987536,972703,970550,968628,1026525,1025716,1039431,1085170,1112947,1154871,1194959,1292523,1409702,1403487,1406676,1487319
0,0,0,US,T,85+,4239587,4912564,5120394,5339411,5556547,5743559,5935306,6123458,6284478,6434390,6575099,6694685,6821666,6925366,7007458,7081944,7150186,7268908,7379460,7495432,7646806,7814656,8011123,8232353,8530111,8917258,9271562,9603034
1,3,6,AL,T,Total,4447100,4513207,4527166,4541263,4555152,4568983,4582698,4596330,4609820,4623288,4636657,4649932,4663111,4676269,4689410,4702519,4715658,4728915,4742363,4756138,4770343,4784959,4800092,4815086,4829976,4844786,4859518,4874243
1,3,6,AL,T,0,59101,59974,59794,59647,59527,59456,59421,59400,59271,59107,58916,58735,58581,58487,58428,58461,58559,58727,58955,59218,59530,59917,60351,60767,61180,61625,62098,62596
1,3,6,AL,T,1,59123,60068,60009,59838,59698,59581,59517,59494,59483,59369,59219,59040,58868,58726,58649,58598,58642,58760,58940,59185,59465,59797,60197,60641,61055,61472,61924,62394
1,3,6,AL,T,2,58875,60397,60136,60086,59926,59795,59688,59629,59611,59618,59513,59370,59204,59038,58911,58842,58804,58859,58992,59191,59448,59749,60095,60505,60950,61369,61788,62249
1,3,6,AL,T,3,58988,62893,60462,60213,60170,60021,59893,59790,59743,59738,59746,59657,59523,59370,59218,59102,59043,59018,59081,59227,59441,59713,60032,60378,60790,61238,61668,62090
1,3,6,AL,T,4,59905,60484,62940,60522,60284,60253,60116,59989,59897,59857,59863,59877,59798,59679,59534,59388,59282,59237,59229,59305,59465,59691,59981,60298,60651,61065,61520,61946
1,3,6,AL,T,5,60684,59441,60539,63003,60595,60364,60342,60212,60090,60008,59969,59990,60018,59947,59837,59701,59566,59472,59437,59445,59530,59709,59953,60237,60565,60921,61331,61791
1,3,6,AL,T,6,61754,59242,59495,60604,63074,60678,60452,60437,60311,60199,60127,60101,60121,60160,60094,59996,59877,59745,59664,59641,59670,59768,59956,60202,60498,60827,61181,61605
1,3,6,AL,T,7,63471,59251,59299,59563,60679,63153,60771,60547,60541,60425,60317,60252,60233,60262,60315,60258,60165,60056,59938,59864,59861,59901,60020,60203,60458,60759,61090,61459
1,3,6,AL,T,8,63779,59973,59316,59378,59651,60767,63244,60875,60654,60660,60550,60450,60399,60383,60425,60487,60436,60355,60253,60144,60091,60098,60154,60277,60468,60728,61033,61363
1,3,6,AL,T,9,65657,60797,60041,59395,59459,59742,60861,63342,60983,60769,60784,60684,60595,60551,60542,60593,60663,60620,60545,60463,60365,60324,60342,60405,60536,60724,60987,61297
1,3,6,AL,T,10,66459,61871,60918,60175,59533,59608,59896,61016,63506,61156,60954,60975,60878,60795,60761,60761,60818,60898,60865,60804,60736,60653,60622,60641,60709,60844,61034,61304
1,3,6,AL,T,11,63586,63534,62052,61115,60375,59742,59824,60111,61240,63735,61393,61199,61229,61137,61058,61032,61041,61105,61199,61173,61132,61073,61008,60982,60999,61072,61209,61407
1,3,6,AL,T,12,63089,64277,63697,62226,61302,60568,59944,60034,60321,61464,63962,61627,61447,61475,61396,61321,61303,61314,61388,61499,61488,61462,61418,61353,61335,61349,61426,61565
1,3,6,AL,T,13,63065,65789,64376,63802,62343,61421,60696,60079,60186,60485,61633,64136,61812,61635,61671,61606,61531,61524,61539,61628,61751,61758,61742,61700,61632,61619,61639,61718
1,3,6,AL,T,14,64053,66718,65747,64341,63776,62328,61419,60711,60102,60224,60534,61693,64203,61889,61718,61770,61713,61643,61645,61669,61770,61903,61923,61908,61868,61800,61789,61814
1,3,6,AL,T,15,63925,64435,66566,65600,64199,63643,62214,61324,60638,60053,60190,60516,61683,64203,61891,61725,61782,61733,61674,61689,61720,61833,61979,62001,61983,61940,61882,61870
1,3,6,AL,T,16,63691,62968,64191,66327,65367,63979,63441,62037,61176,60517,59958,60113,60450,61625,64147,61842,61678,61737,61699,61651,61676,61725,61846,61997,62014,62003,61957,61906
1,3,6,AL,T,17,64217,62391,62621,63837,65983,65035,63673,63157,61785,60951,60322,59788,59955,60300,61475,63999,61697,61536,61608,61581,61550,61587,61642,61770,61919,61943,61926,61890
1,3,6,AL,T,18,64852,62715,61926,62156,63378,65526,64598,63255,62771,61424,60618,60014,59491,59674,60028,61209,63734,61439,61288,61377,61363,61337,61397,61455,61580,61736,61769,61750
1,3,6,AL,T,19,67895,62321,62020,61234,61464,62697,64851,63940,62610,62147,60822,60034,59450,58947,59138,59513,60693,63228,60947,60803,60909,60910,60897,60959,61019,61148,61310,61342
1,3,6,AL,T,20,66614,61334,61314,61012,60225,60455,61686,63842,62937,61620,61173,59868,59106,58555,58079,58288,58680,59867,62401,60140,60013,60129,60137,60130,60195,60252,60379,60538
1,3,6,AL,T,21,63146,60734,60084,60067,59768,58991,59213,60432,62581,61678,60374,59949,58680,57959,57443,56993,57225,57628,58802,61342,59093,58966,59088,59099,59089,59147,59208,59333
1,3,6,AL,T,22,61280,60457,59434,58794,58777,58478,57692,57904,59112,61257,60365,59086,58700,57471,56787,56301,55875,56116,56521,57692,60242,57983,57867,57994,57998,57981,58033,58094
